2023-09-07 14:15:24,2023-09-07 14:39:05
19169879,MSI GF시리즈 Thin GF63 12VE,"SSD 512GB_1,209,560|SSD 1TB_1,198,990|SSD 2TB_1,356,000|1TB + SSD 512GB_1,414,000"
19097864,MSI GF시리즈 Thin GF63 12VE-i5,"SSD 512GB_1,098,910|SSD 1TB_1,160,000|SSD 2TB_1,237,000|1TB + SSD 512GB_1,156,000"
19119569,MSI GF시리즈 Thin GF63 12VE-i5 16GB램,"SSD 512GB_1,088,670|SSD 1TB_1,120,000|SSD 2TB_1,258,000|1TB + SSD 512GB_1,168,000"
19119623,MSI GF시리즈 Thin GF63 12VE-i5 32GB램,"SSD 512GB_1,126,000|SSD 1TB_1,169,050|SSD 2TB_1,247,000|1TB + SSD 512GB_1,334,000"
19119710,MSI GF시리즈 Thin GF63 12VE-i5 64GB램,"SSD 512GB_1,299,860|SSD 1TB_1,370,000|SSD 2TB_1,448,000|1TB + SSD 512GB_1,438,000"
19120199,MSI GF시리즈 Thin GF63 12VE-i5 WIN11,"SSD 512GB_1,067,000|SSD 1TB_1,135,000|SSD 2TB_1,291,950|1TB + SSD 512GB_1,159,000"
19120289,MSI GF시리즈 Thin GF63 12VE-i5 WIN11 16GB램,"SSD 512GB_1,077,820|SSD 1TB_1,172,000|SSD 2TB_1,286,000|1TB + SSD 512GB_1,229,000|1TB + SSD 1TB_1,390,000"
19120688,MSI GF시리즈 Thin GF63 12VE-i5 WIN11 32GB램,"SSD 512GB_1,161,770|SSD 1TB_1,189,000|SSD 2TB_1,332,000|1TB + SSD 512GB_1,399,000|1TB + SSD 1TB_1,420,000"
19120787,MSI GF시리즈 Thin GF63 12VE-i5 WIN11 64GB램,"SSD 512GB_1,410,000|SSD 1TB_1,420,000|SSD 2TB_1,465,000|1TB + SSD 512GB_1,465,000|1TB + SSD 1TB_1,609,000"
19427681,MSI GF시리즈 Thin GF63 12VE-i7 16GB램,"SSD 512GB_1,096,570|SSD 1TB_1,150,190|SSD 2TB_1,375,370"
19427750,MSI GF시리즈 Thin GF63 12VE-i7 32GB램,"SSD 512GB_1,199,370|SSD 1TB_1,312,220|SSD 2TB_1,408,430"
19639988,MSI GF시리즈 Thin GF63 12VE-i7 64GB램,"SSD 512GB_1,299,640|SSD 1TB_1,446,580|SSD 2TB_1,514,030"
19427843,MSI GF시리즈 Thin GF63 12VE-i7 WIN11,"SSD 512GB_1,122,310|SSD 1TB_1,130,170|SSD 2TB_1,380,000|1TB + SSD 512GB_1,440,000"
19427705,MSI GF시리즈 Thin GF63 12VE-i7 WIN11 16GB램,"SSD 512GB_1,198,000|SSD 1TB_1,248,990|SSD 2TB_1,356,000|1TB + SSD 1TB_1,996,000|1TB + SSD 2TB_2,046,000"
19427747,MSI GF시리즈 Thin GF63 12VE-i7 WIN11 32GB램,"SSD 512GB_1,139,810|SSD 1TB_1,138,500|SSD 2TB_1,398,530|1TB + SSD 1TB_1,576,000|1TB + SSD 2TB_1,666,000"
19427783,MSI GF시리즈 Thin GF63 12VE-i7 WIN11 64GB램,"SSD 512GB_1,428,600|SSD 1TB_1,435,110|SSD 2TB_1,548,210|SSD 1TB + SSD 2TB_2,797,000|SSD 4TB + SSD 2TB_3,310,000|1TB + SSD 1TB_1,673,000|1TB + SSD 2TB_2,299,000"
20160395,MSI GF시리즈 Thin GF63 12VF,"SSD 512GB_1,306,400|SSD 1TB_1,343,170|SSD 2TB_1,415,210|1TB + SSD 512GB_1,438,190"
20258804,MSI GF시리즈 Thin GF63 12VF 16GB램,"SSD 512GB_1,326,640|SSD 1TB_1,347,800|SSD 2TB_1,439,900"
20258876,MSI GF시리즈 Thin GF63 12VF 32GB램,"SSD 512GB_1,372,640|SSD 1TB_1,394,720|SSD 2TB_1,488,280"
20258915,MSI GF시리즈 Thin GF63 12VF 64GB램,"SSD 512GB_1,532,810|SSD 1TB_1,567,780|SSD 2TB_1,614,060"
20199893,MSI GF시리즈 Thin GF63 12VF WIN11,"SSD 512GB_1,352,150|SSD 1TB_1,416,990|SSD 2TB_1,471,200|1TB + SSD 512GB_1,513,390"
20199962,MSI GF시리즈 Thin GF63 12VF WIN11 16GB램,"SSD 512GB_1,364,520|SSD 1TB_1,368,040|SSD 2TB_1,460,930|1TB + SSD 1TB_1,513,390|1TB + SSD 2TB_1,645,000"
20200013,MSI GF시리즈 Thin GF63 12VF WIN11 32GB램,"SSD 512GB_1,401,160|SSD 1TB_1,430,600|SSD 2TB_1,549,700|1TB + SSD 1TB_1,583,890|1TB + SSD 2TB_1,710,800"
20200049,MSI GF시리즈 Thin GF63 12VF WIN11 64GB램,"SSD 512GB_1,507,890|SSD 1TB_1,575,490|SSD 2TB_1,619,660|1TB + SSD 1TB_1,738,990|1TB + SSD 2TB_1,861,200"
20486096,MSI GF시리즈 Thin GF63 12VF-i5,"SSD 512GB_1,161,140|SSD 1TB_1,183,990|SSD 2TB_1,247,100|1TB + SSD 512GB_1,350,000"
20486336,MSI GF시리즈 Thin GF63 12VF-i5 16GB램,"SSD 512GB_1,189,400|SSD 1TB_1,211,910|SSD 2TB_1,273,070"
20486369,MSI GF시리즈 Thin GF63 12VF-i5 32GB램,"SSD 512GB_1,237,440|SSD 1TB_1,259,830|SSD 2TB_1,321,090"
20486411,MSI GF시리즈 Thin GF63 12VF-i5 64GB램,"SSD 512GB_1,380,070|SSD 1TB_1,467,040|SSD 2TB_1,467,280"
20486807,MSI GF시리즈 Thin GF63 12VF-i5 WIN11,"SSD 512GB_1,185,130|SSD 1TB_1,221,280|SSD 2TB_1,295,950"
20486591,MSI GF시리즈 Thin GF63 12VF-i5 WIN11 16GB램,"SSD 512GB_1,210,340|SSD 1TB_1,229,650|SSD 2TB_1,289,590"
20486570,MSI GF시리즈 Thin GF63 12VF-i5 WIN11 32GB램,"SSD 512GB_1,258,440|SSD 1TB_1,280,130|SSD 2TB_1,339,190|1TB + SSD 512GB_1,494,590"
20486540,MSI GF시리즈 Thin GF63 12VF-i5 WIN11 64GB램,"SSD 512GB_1,398,260|SSD 1TB_1,431,900|SSD 2TB_1,442,330|1TB + SSD 512GB_1,616,790"
18841634,MSI GL시리즈 Pulse GL76 12UEOK,"SSD 512GB_1,296,310|SSD 1TB_1,329,970|SSD 2TB_1,420,000|SSD 500GB + SSD 512GB_1,363,000|SSD 1TB + SSD 512GB_1,389,000|SSD 2TB + SSD 512GB_1,516,570"
18925949,MSI GL시리즈 Pulse GL76 12UEOK 16GB램,"SSD 512GB_1,298,990|SSD 1TB_1,380,000|SSD 2TB_1,490,710|SSD 500GB + SSD 512GB_1,446,610|SSD 1TB + SSD 512GB_1,480,460|SSD 2TB + SSD 512GB_1,546,550"
18926006,MSI GL시리즈 Pulse GL76 12UEOK 32GB램,"SSD 512GB_1,348,650|SSD 1TB_1,389,960|SSD 2TB_1,475,040|SSD 500GB + SSD 512GB_1,531,810|SSD 1TB + SSD 512GB_1,554,510|SSD 2TB + SSD 512GB_1,606,650"
19036502,MSI GL시리즈 Pulse GL76 12UEOK 64GB램,"SSD 512GB_1,485,190|SSD 1TB_1,560,290|SSD 2TB_1,626,190"
18926090,MSI GL시리즈 Pulse GL76 12UEOK WIN11,"SSD 512GB_1,325,390|SSD 1TB_1,409,870|SSD 2TB_1,438,190|SSD 500GB + SSD 512GB_1,461,970|SSD 1TB + SSD 512GB_1,490,560|SSD 2TB + SSD 512GB_1,516,430"
18926195,MSI GL시리즈 Pulse GL76 12UEOK WIN11 16GB램,"SSD 512GB_1,368,990|SSD 1TB_1,398,990|SSD 2TB_1,468,890|SSD 500GB + SSD 512GB_1,489,790|SSD 1TB + SSD 512GB_1,511,300|SSD 2TB + SSD 512GB_1,573,490"
18926237,MSI GL시리즈 Pulse GL76 12UEOK WIN11 32GB램,"SSD 512GB_1,418,350|SSD 1TB_1,478,360|SSD 2TB_1,526,550|SSD 500GB + SSD 512GB_1,540,870|SSD 1TB + SSD 512GB_1,552,840|SSD 2TB + SSD 512GB_1,641,670"
19036736,MSI GL시리즈 Pulse GL76 12UEOK WIN11 64GB램,"SSD 512GB_1,583,300|SSD 1TB_1,616,620|SSD 2TB_1,654,130|SSD 4TB_2,360,000"
14158733,MSI GP시리즈 GP66 Leopard 11UH,"SSD 1TB_1,790,000|SSD 2TB_2,950,000|SSD 256GB + SSD 1TB_2,845,000|SSD 1TB + SSD 1TB_2,880,000|SSD 2TB + SSD 1TB_3,090,000"
18841397,MSI GP시리즈 Vector GP66 12UEO QHD OLED,"SSD 512GB_1,811,650|SSD 1TB_1,636,600|SSD 2TB_1,814,190|SSD 500GB + SSD 512GB_2,370,000|SSD 1TB + SSD 512GB_2,390,000|SSD 2TB + SSD 512GB_2,650,000"
18922493,MSI GP시리즈 Vector GP66 12UEO QHD OLED 16GB램,"SSD 512GB_1,619,990|SSD 1TB_1,790,000|SSD 2TB_1,917,590|SSD 512GB + SSD 512GB_2,590,000|SSD 1TB + SSD 512GB_2,650,000|SSD 2TB + SSD 512GB_2,750,000"
18922595,MSI GP시리즈 Vector GP66 12UEO QHD OLED 32GB램,"SSD 512GB_1,790,000|SSD 1TB_1,890,000|SSD 2TB_1,970,000|SSD 512GB + SSD 512GB_2,702,640|SSD 1TB + SSD 512GB_2,650,000|SSD 2TB + SSD 512GB_2,750,000"
18922943,MSI GP시리즈 Vector GP66 12UEO QHD OLED WIN11 16GB램,"SSD 512GB_2,150,000|SSD 1TB_2,290,000|SSD 2TB_2,690,000|SSD 512GB + SSD 512GB_2,590,000|SSD 1TB + SSD 512GB_2,650,000|SSD 2TB + SSD 512GB_2,750,000"
18922868,MSI GP시리즈 Vector GP66 12UEO QHD OLED WIN11 32GB램,"SSD 512GB_1,781,190|SSD 1TB_2,390,000|SSD 2TB_2,690,000|SSD 512GB + SSD 512GB_2,650,000|SSD 1TB + SSD 512GB_2,690,000|SSD 2TB + SSD 512GB_2,790,000"
19582850,MSI GP시리즈 Vector GP66 12UGSO QHD 32GB램,"SSD 1TB_1,780,000|SSD 2TB_1,990,000"
19582904,MSI GP시리즈 Vector GP66 12UGSO QHD WIN11 32GB램,"SSD 1TB_1,890,000|SSD 2TB_2,090,000"
17423306,MSI GP시리즈 Vector GP66 12UH-i7 WIN11,SSD 1TB_일시품절|SSD 2TB_일시품절
20166860,MSI GP시리즈 Vector GP68 HX 12VH-i9 QHD,"SSD 1TB_2,906,840|SSD 2TB_3,197,640|SSD 1TB + SSD 1TB_3,496,690|SSD 2TB + SSD 1TB_3,665,990"
20247086,MSI GP시리즈 Vector GP68 HX 12VH-i9 QHD 32GB램,"SSD 1TB_3,211,760|SSD 2TB_3,684,690"
20247410,MSI GP시리즈 Vector GP68 HX 12VH-i9 QHD 64GB램,"SSD 1TB_3,665,870|SSD 2TB_3,844,590"
20247590,MSI GP시리즈 Vector GP68 HX 12VH-i9 QHD WIN11,"SSD 1TB_3,383,870|SSD 2TB_3,496,800"
20247188,MSI GP시리즈 Vector GP68 HX 12VH-i9 QHD WIN11 32GB램,"SSD 1TB_3,232,670|SSD 2TB_3,293,840|SSD 1TB + SSD 1TB_3,924,150"
20247401,MSI GP시리즈 Vector GP68 HX 12VH-i9 QHD WIN11 64GB램,"SSD 1TB_3,351,880|SSD 2TB_3,413,040|SSD 1TB + SSD 1TB_4,148,990|SSD 2TB + SSD 1TB_4,228,990|SSD 2TB + SSD 2TB_4,242,770"
27612995,MSI GP시리즈 Vector GP68 HX 13VH-i9 QHD,"SSD 1TB_3,222,630|SSD 2TB_3,430,000"
27627311,MSI GP시리즈 Vector GP68 HX 13VH-i9 QHD 32GB램,"SSD 1TB_3,393,000|SSD 2TB_3,487,000|SSD 2TB + SSD 1TB_3,534,000"
27627512,MSI GP시리즈 Vector GP68 HX 13VH-i9 QHD 64GB램,"SSD 1TB_3,524,000|SSD 2TB_3,618,000|SSD 2TB + SSD 1TB_3,665,000"
27627632,MSI GP시리즈 Vector GP68 HX 13VH-i9 QHD WIN11,"SSD 1TB_3,489,000|SSD 2TB_3,590,000"
27627383,MSI GP시리즈 Vector GP68 HX 13VH-i9 QHD WIN11 32GB램,"SSD 1TB_3,487,000|SSD 2TB_3,580,000|SSD 2TB + SSD 1TB_3,628,000"
27627497,MSI GP시리즈 Vector GP68 HX 13VH-i9 QHD WIN11 64GB램,"SSD 1TB_3,618,000|SSD 2TB_3,759,000|SSD 2TB + SSD 1TB_3,712,000"
16692332,MSI GP시리즈 Vector GP76 12UGS QHD,"SSD 1TB_2,950,000|SSD 2TB_3,973,300|SSD 1TB + SSD 1TB_3,806,700"
18344405,MSI GP시리즈 Vector GP76 HX 12UHS QHD,"SSD 1TB_3,790,000|SSD 2TB_4,060,800|SSD 1TB + SSD 1TB_4,118,890|SSD 2TB + SSD 1TB_4,258,200"
18373829,MSI GP시리즈 Vector GP76 HX 12UHS QHD 64GB램,"SSD 1TB_4,136,150|SSD 2TB_4,305,200|SSD 1TB + SSD 1TB_4,258,000|SSD 2TB + SSD 2TB_4,427,400"
18373904,MSI GP시리즈 Vector GP76 HX 12UHS QHD WIN11,"SSD 1TB_3,994,990|SSD 2TB_4,230,000"
19053803,MSI GP시리즈 Vector GP77 13VF QHD,"SSD 512GB_1,867,590|SSD 1TB_1,884,060|SSD 2TB_1,958,870|SSD 500GB + SSD 512GB_1,898,830|SSD 1TB + SSD 512GB_1,918,540"
19105475,MSI GP시리즈 Vector GP77 13VF QHD 32GB램,"SSD 512GB_1,918,870|SSD 1TB_1,972,990|SSD 2TB_2,034,050|SSD 4TB_2,113,710|SSD 1TB + SSD 512GB_2,058,530"
19105466,MSI GP시리즈 Vector GP77 13VF QHD 64GB램,"SSD 512GB_2,058,890|SSD 1TB_2,046,620|SSD 2TB_2,150,610|SSD 4TB_2,229,960"
19105454,MSI GP시리즈 Vector GP77 13VF QHD WIN11,"SSD 512GB_1,878,890|SSD 1TB_1,904,230|SSD 2TB_1,979,530"
19105451,MSI GP시리즈 Vector GP77 13VF QHD WIN11 32GB램,"SSD 512GB_1,948,860|SSD 1TB_1,993,550|SSD 2TB_2,039,670|SSD 4TB_2,133,510"
19105442,MSI GP시리즈 Vector GP77 13VF QHD WIN11 64GB램,"SSD 512GB_2,058,870|SSD 1TB_2,065,310|SSD 2TB_2,173,150|SSD 4TB_2,250,350"
19053896,MSI GP시리즈 Vector GP77 13VG QHD,"SSD 1TB_1,999,000|SSD 2TB_2,190,190|SSD 1TB + SSD 1TB_2,208,990|SSD 2TB + SSD 1TB_2,348,810|SSD 2TB + SSD 2TB_2,472,190"
19104872,MSI GP시리즈 Vector GP77 13VG QHD 32GB램,"SSD 1TB_2,244,470|SSD 2TB_2,298,870|SSD 4TB_2,390,000|SSD 1TB + SSD 1TB_2,298,810|SSD 2TB + SSD 1TB_2,453,390|SSD 2TB + SSD 2TB_2,519,190"
19104878,MSI GP시리즈 Vector GP77 13VG QHD 64GB램,"SSD 1TB_2,368,780|SSD 2TB_2,428,870|SSD 4TB_2,505,000|SSD 1TB + SSD 1TB_2,424,430|SSD 2TB + SSD 1TB_2,556,790|SSD 2TB + SSD 2TB_2,622,590"
19105004,MSI GP시리즈 Vector GP77 13VG QHD WIN11,"SSD 1TB_2,038,990|SSD 2TB_2,128,990|SSD 2TB + SSD 1TB_2,340,590|SSD 2TB + SSD 2TB_2,434,590"
19104914,MSI GP시리즈 Vector GP77 13VG QHD WIN11 32GB램,"SSD 1TB_2,128,990|SSD 2TB_2,215,750|SSD 4TB_2,458,000|SSD 1TB + SSD 1TB_2,288,770|SSD 2TB + SSD 1TB_2,462,790|SSD 2TB + SSD 2TB_2,472,190"
19104899,MSI GP시리즈 Vector GP77 13VG QHD WIN11 64GB램,"SSD 1TB_2,323,230|SSD 2TB_2,408,990|SSD 4TB_2,689,990|SSD 1TB + SSD 1TB_2,434,410|SSD 2TB + SSD 1TB_2,594,390|SSD 2TB + SSD 2TB_2,613,190"
19053977,MSI GP시리즈 Vector GP77 13VG-i9 QHD,"SSD 1TB_2,900,870|SSD 2TB_2,498,000|SSD 1TB + SSD 1TB_2,499,000|SSD 2TB + SSD 1TB_2,761,990|SSD 2TB + SSD 2TB_3,233,150"
19120679,MSI GP시리즈 Vector GP77 13VG-i9 QHD 32GB램,"SSD 1TB_2,462,500|SSD 2TB_3,018,020|SSD 4TB_2,903,430|SSD 1TB + SSD 1TB_3,088,990|SSD 2TB + SSD 1TB_3,318,310|SSD 2TB + SSD 2TB_3,550,000"
19120685,MSI GP시리즈 Vector GP77 13VG-i9 QHD 64GB램,"SSD 1TB_2,650,000|SSD 2TB_3,019,990|SSD 4TB_3,023,980|SSD 1TB + SSD 1TB_3,238,990|SSD 2TB + SSD 1TB_3,488,320|SSD 2TB + SSD 2TB_4,109,990"
19120757,MSI GP시리즈 Vector GP77 13VG-i9 QHD WIN11,"SSD 1TB_2,599,000|SSD 2TB_2,840,990|SSD 1TB + SSD 1TB_3,849,000|SSD 2TB + SSD 1TB_3,215,590|SSD 2TB + SSD 2TB_3,159,670"
19120715,MSI GP시리즈 Vector GP77 13VG-i9 QHD WIN11 32GB램,"SSD 1TB_2,800,990|SSD 2TB_2,862,990|SSD 4TB_2,924,610|SSD 1TB + SSD 1TB_2,961,580|SSD 2TB + SSD 1TB_3,342,660|SSD 2TB + SSD 2TB_4,138,000"
19120697,MSI GP시리즈 Vector GP77 13VG-i9 QHD WIN11 64GB램,"SSD 1TB_2,911,990|SSD 2TB_2,989,990|SSD 4TB_3,045,130|SSD 1TB + SSD 1TB_3,073,630|SSD 2TB + SSD 1TB_3,263,110|SSD 2TB + SSD 2TB_3,690,000"
20522777,MSI GP시리즈 Vector GP78 HX 13VH-i9 QHD,"SSD 1TB_3,598,990|SSD 2TB_3,712,990|SSD 1TB + SSD 1TB_3,899,000|SSD 2TB + SSD 1TB_3,806,990|SSD 2TB + SSD 2TB_3,929,200"
20698532,MSI GP시리즈 Vector GP78 HX 13VH-i9 QHD 64GB램,"SSD 1TB_3,844,580|SSD 2TB_3,957,210|SSD 1TB + SSD 1TB_4,054,110|SSD 2TB + SSD 1TB_3,976,200|SSD 2TB + SSD 2TB_4,135,980"
20698799,MSI GP시리즈 Vector GP78 HX 13VH-i9 QHD WIN11,"SSD 1TB_3,749,990|SSD 2TB_3,853,980|SSD 1TB + SSD 1TB_3,958,370|SSD 2TB + SSD 1TB_3,929,180|SSD 2TB + SSD 2TB_4,013,790"
20699003,MSI GP시리즈 Vector GP78 HX 13VH-i9 QHD WIN11 64GB램,"SSD 1TB_3,891,550|SSD 2TB_4,004,390|SSD 1TB + SSD 1TB_4,117,950|SSD 2TB + SSD 1TB_4,070,180|SSD 2TB + SSD 2TB_4,145,350"
24702674,MSI GP시리즈 Vector GP78 HX 13VI-i9 QHD,"SSD 2TB_4,798,990|SSD 1TB + SSD 2TB_5,010,000|SSD 2TB + SSD 2TB_5,110,000"
27756338,MSI GP시리즈 Vector GP78 HX 13VI-i9 QHD 64GB램,"SSD 2TB_5,030,000|SSD 1TB + SSD 2TB_5,200,000|SSD 2TB + SSD 2TB_5,300,000|SSD 4TB + SSD 2TB_5,619,990"
27484778,MSI GP시리즈 Vector GP78 HX 13VI-i9 QHD WIN11,"SSD 2TB_5,050,000|SSD 1TB + SSD 2TB_5,259,000|SSD 2TB + SSD 2TB_5,369,000"
27484796,MSI GP시리즈 Vector GP78 HX 13VI-i9 QHD WIN11 64GB램,"SSD 2TB_5,150,000|SSD 1TB + SSD 2TB_5,300,000|SSD 2TB + SSD 2TB_5,400,000|SSD 4TB + SSD 2TB_5,739,990"
17021474,MSI GS시리즈 Stealth GS77 12UGS QHD,"SSD 1TB_1,970,200|SSD 2TB_2,990,000|SSD 1TB + SSD 1TB_2,990,000|SSD 2TB + SSD 1TB_2,990,000"
17020211,MSI GS시리즈 Stealth GS77 12UH QHD W11,"SSD 1TB_2,613,770|SSD 1TB + SSD 1TB_3,035,080"
19493018,MSI GS시리즈 Stealth GS77 12UH QHD W11 64GB램,"SSD 1TB_3,210,800|SSD 1TB + SSD 1TB_3,329,480|SSD 2TB + SSD 1TB_3,439,880|SSD 2TB + SSD 2TB_3,614,680"
17264576,MSI GS시리즈 Stealth GS77 12UHS-i7 4K W11,"SSD 1TB_4,064,730|SSD 2TB_4,189,730|SSD 1TB + SSD 1TB_5,750,000|SSD 2TB + SSD 1TB_5,920,000"
11788129,MSI GT시리즈 GT76 Titan DT 10SGS 4K WIN10,"SSD 1TB + 1TB_2,998,990"
19033340,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K Mini LED W11,"SSD 2TB + SSD 2TB_6,790,000|SSD 1TB + SSD 2TB + SSD 2TB_7,460,000|SSD 2TB + SSD 2TB + SSD 2TB_7,620,000"
19121276,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K Mini LED W11 128GB램,"SSD 2TB + SSD 2TB_7,820,000|SSD 1TB + SSD 2TB + SSD 2TB_7,960,000|SSD 2TB + SSD 2TB + SSD 2TB_8,090,000"
19121237,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K Mini LED W11 96GB램,"SSD 2TB + SSD 2TB_7,690,000|SSD 1TB + SSD 2TB + SSD 2TB_7,720,000|SSD 2TB + SSD 2TB + SSD 2TB_7,870,000"
27546098,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K W11,"SSD 2TB + SSD 2TB_6,579,000|SSD 1TB + SSD 2TB + SSD 2TB_7,360,000|SSD 2TB + SSD 2TB + SSD 2TB_7,452,000"
28013450,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K W11 128GB램,"SSD 2TB + SSD 2TB_7,663,600|SSD 1TB + SSD 2TB + SSD 2TB_7,656,240|SSD 2TB + SSD 2TB + SSD 2TB_7,778,600"
28011677,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K W11 96GB램,"SSD 2TB + SSD 2TB_7,571,600|SSD 1TB + SSD 2TB + SSD 2TB_7,562,400|SSD 2TB + SSD 2TB + SSD 2TB_7,663,600"
19356551,MSI Pulse 15 B13VGK QHD,"SSD 512GB_1,645,350|SSD 1TB_1,744,890|SSD 2TB_1,844,170|SSD 500GB + SSD 512GB_1,950,000|SSD 1TB + SSD 512GB_1,990,000"
19424498,MSI Pulse 15 B13VGK QHD 32GB램,"SSD 512GB_1,734,360|SSD 1TB_1,870,900|SSD 2TB_1,877,080"
19424453,MSI Pulse 15 B13VGK QHD 64GB램,"SSD 512GB_1,889,110|SSD 1TB_1,951,020|SSD 2TB_2,001,550"
19424423,MSI Pulse 15 B13VGK QHD WIN11,"SSD 512GB_1,741,710|SSD 1TB_1,769,460|SSD 2TB_1,858,380"
19424483,MSI Pulse 15 B13VGK QHD WIN11 32GB램,"SSD 512GB_1,818,730|SSD 1TB_1,858,380|SSD 2TB_1,891,240"
19424438,MSI Pulse 15 B13VGK QHD WIN11 64GB램,"SSD 512GB_1,906,350|SSD 1TB_1,941,090|SSD 2TB_2,022,460"
20521745,MSI Pulse 17 B13VFK-i9 QHD,"SSD 1TB_2,032,720|SSD 2TB_2,187,000|SSD 1TB + SSD 1TB_2,259,000|SSD 2TB + SSD 1TB_2,415,000|SSD 2TB + SSD 2TB_2,429,000"
20656019,MSI Pulse 17 B13VFK-i9 QHD 32GB램,"SSD 1TB_2,175,030|SSD 2TB_2,265,000|SSD 1TB + SSD 1TB_2,349,000|SSD 2TB + SSD 1TB_2,500,000|SSD 2TB + SSD 2TB_2,519,000"
20656160,MSI Pulse 17 B13VFK-i9 QHD 64GB램,"SSD 1TB_2,321,670|SSD 2TB_2,378,920|SSD 1TB + SSD 1TB_2,499,000|SSD 2TB + SSD 1TB_2,669,000|SSD 2TB + SSD 2TB_2,669,000"
20652251,MSI Pulse 17 B13VFK-i9 QHD WIN11,"SSD 1TB_2,101,150|SSD 2TB_2,213,000|SSD 1TB + SSD 1TB_2,339,000|SSD 2TB + SSD 1TB_2,453,000|SSD 2TB + SSD 2TB_2,474,000"
20652272,MSI Pulse 17 B13VFK-i9 QHD WIN11 32GB램,"SSD 1TB_2,176,620|SSD 2TB_2,272,540|SSD 1TB + SSD 1TB_2,399,000|SSD 2TB + SSD 1TB_2,518,000|SSD 2TB + SSD 2TB_2,569,000"
20656130,MSI Pulse 17 B13VFK-i9 QHD WIN11 64GB램,"SSD 1TB_2,296,740|SSD 2TB_2,356,950|SSD 1TB + SSD 1TB_2,549,000|SSD 2TB + SSD 1TB_2,630,000|SSD 2TB + SSD 2TB_2,649,000"
27613379,MSI Pulse 17 B13VGK QHD,"SSD 512GB_1,839,030|SSD 1TB_1,956,680|SSD 2TB_1,999,370|SSD 500GB + SSD 512GB_2,218,000|SSD 1TB + SSD 512GB_2,279,000"
27673661,MSI Pulse 17 B13VGK QHD 32GB램,"SSD 512GB_1,986,290|SSD 1TB_2,018,060|SSD 2TB_2,134,750"
27673835,MSI Pulse 17 B13VGK QHD 64GB램,"SSD 512GB_2,029,890|SSD 1TB_2,132,080|SSD 2TB_2,176,330"
27673922,MSI Pulse 17 B13VGK QHD WIN11,"SSD 512GB_1,956,410|SSD 1TB_2,073,010|SSD 2TB_2,170,380"
27673694,MSI Pulse 17 B13VGK QHD WIN11 32GB램,"SSD 512GB_2,052,840|SSD 1TB_2,138,840|SSD 2TB_2,275,250"
27673823,MSI Pulse 17 B13VGK QHD WIN11 64GB램,"SSD 512GB_2,210,620|SSD 1TB_2,281,670|SSD 2TB_2,396,990"
20501102,MSI Stealth 14 Studio A13VF QHD 스타 블루,"SSD 512GB_2,399,000|SSD 1TB_2,559,000|SSD 2TB_2,690,000"
21520085,MSI Stealth 14 Studio A13VF QHD 스타 블루 32GB램,"SSD 512GB_2,600,000|SSD 1TB_2,700,000|SSD 2TB_2,850,000"
21520067,MSI Stealth 14 Studio A13VF QHD 스타 블루 64GB램,"SSD 512GB_2,750,000|SSD 1TB_2,850,000|SSD 2TB_2,990,000"
21518492,MSI Stealth 14 Studio A13VF QHD 스타 블루 WIN11,"SSD 512GB_2,590,000|SSD 1TB_2,650,000|SSD 2TB_2,723,700"
21518531,MSI Stealth 14 Studio A13VF QHD 스타 블루 WIN11 32GB램,"SSD 512GB_2,695,000|SSD 1TB_2,790,000|SSD 2TB_2,910,000"
21518594,MSI Stealth 14 Studio A13VF QHD 스타 블루 WIN11 64GB램,"SSD 512GB_2,850,000|SSD 1TB_2,950,000|SSD 2TB_3,060,000"
20501156,MSI Stealth 14 Studio A13VF QHD 퓨어 화이트,"SSD 512GB_2,323,240|SSD 1TB_2,455,480|SSD 2TB_2,542,880"
21520415,MSI Stealth 14 Studio A13VF QHD 퓨어 화이트 32GB램,"SSD 1TB_2,566,800|SSD 512GB_2,502,400|SSD 2TB_2,582,440"
21520430,MSI Stealth 14 Studio A13VF QHD 퓨어 화이트 64GB램,"SSD 512GB_2,620,160|SSD 1TB_2,626,600|SSD 2TB_2,723,200"
21520235,MSI Stealth 14 Studio A13VF QHD 퓨어 화이트 WIN11,"SSD 512GB_2,451,800|SSD 1TB_2,474,800|SSD 2TB_2,542,880"
21520265,MSI Stealth 14 Studio A13VF QHD 퓨어 화이트 WIN11 32GB램,"SSD 512GB_2,551,000|SSD 1TB_2,630,160|SSD 2TB_2,640,400"
21520292,MSI Stealth 14 Studio A13VF QHD 퓨어 화이트 WIN11 64GB램,"SSD 512GB_2,612,800|SSD 1TB_2,658,800|SSD 2TB_2,754,480"
19073399,MSI Stealth 15 A13VF 4K,"SSD 512GB_1,898,990|SSD 1TB_1,926,020|SSD 2TB_1,988,100|SSD 500GB + SSD 512GB_2,041,680|SSD 1TB + SSD 512GB_2,070,730|SSD 2TB + SSD 512GB_2,119,740"
19122962,MSI Stealth 15 A13VF 4K 32GB램,"SSD 512GB_1,979,900|SSD 1TB_2,002,220|SSD 2TB_2,063,370|SSD 4TB_2,189,040"
