2023-09-07 14:15:24,2023-09-07 14:39:05
19123022,MSI Stealth 15 A13VF 4K 64GB램,"SSD 512GB_2,097,750|SSD 1TB_2,121,400|SSD 2TB_2,182,570|SSD 4TB_2,308,240"
19123178,MSI Stealth 15 A13VF 4K WIN11,"SSD 512GB_1,925,160|SSD 1TB_1,947,930|SSD 2TB_2,008,010"
19123106,MSI Stealth 15 A13VF 4K WIN11 32GB램,"SSD 512GB_2,000,490|SSD 1TB_2,022,210|SSD 2TB_2,083,380|SSD 4TB_2,209,950"
19123061,MSI Stealth 15 A13VF 4K WIN11 64GB램,"SSD 512GB_2,119,660|SSD 1TB_2,142,330|SSD 2TB_2,203,610|SSD 4TB_2,329,160"
22085732,MSI Stealth 16 Mercedes-AMG Motorsport A13VG,"SSD 1TB_3,222,630|SSD 2TB_3,498,990"
27573233,MSI Stealth 16 Mercedes-AMG Motorsport A13VG 64GB램,"SSD 1TB_3,536,810|SSD 2TB_3,648,540|SSD 1TB + SSD 1TB_4,079,000|SSD 2TB + SSD 1TB_4,193,970|SSD 2TB + SSD 2TB_4,038,210"
20520197,MSI Stealth 16 Studio A13VF-i9 QHD 스타 블루,"SSD 512GB_2,570,750|SSD 1TB_2,626,600|SSD 2TB_2,782,400"
21456218,MSI Stealth 16 Studio A13VF-i9 QHD 스타 블루 32GB램,"SSD 512GB_2,707,190|SSD 1TB_2,782,390|SSD 2TB_2,791,790"
21456245,MSI Stealth 16 Studio A13VF-i9 QHD 스타 블루 64GB램,"SSD 512GB_2,829,390|SSD 1TB_2,913,050|SSD 2TB_3,017,390"
21456311,MSI Stealth 16 Studio A13VF-i9 QHD 스타 블루 WIN11,"SSD 512GB_2,707,190|SSD 1TB_2,744,790|SSD 2TB_2,819,990"
21456269,MSI Stealth 16 Studio A13VF-i9 QHD 스타 블루 WIN11 32GB램,"SSD 512GB_2,791,790|SSD 1TB_2,866,990|SSD 2TB_2,951,590"
21456278,MSI Stealth 16 Studio A13VF-i9 QHD 스타 블루 WIN11 64GB램,"SSD 512GB_2,932,790|SSD 1TB_3,017,390|SSD 2TB_3,120,790"
21570857,MSI Stealth 16 Studio A13VF-i9 QHD 퓨어 화이트,"SSD 512GB_2,598,900|SSD 1TB_2,800,000|SSD 2TB_2,913,000"
25640408,MSI Stealth 16 Studio A13VF-i9 QHD 퓨어 화이트 32GB램,"SSD 512GB_2,819,870|SSD 1TB_2,904,000|SSD 2TB_3,026,000"
25640582,MSI Stealth 16 Studio A13VF-i9 QHD 퓨어 화이트 64GB램,"SSD 512GB_2,970,000|SSD 1TB_3,064,000|SSD 2TB_3,205,000"
25640675,MSI Stealth 16 Studio A13VF-i9 QHD 퓨어 화이트 WIN11,"SSD 512GB_2,819,000|SSD 1TB_2,913,000|SSD 2TB_3,026,000"
25640468,MSI Stealth 16 Studio A13VF-i9 QHD 퓨어 화이트 WIN11 32GB램,"SSD 512GB_2,904,000|SSD 1TB_2,998,000|SSD 2TB_3,130,000"
25640558,MSI Stealth 16 Studio A13VF-i9 QHD 퓨어 화이트 WIN11 64GB램,"SSD 512GB_3,054,000|SSD 1TB_3,148,000|SSD 2TB_3,280,000"
19955420,MSI Stealth 17 Studio A13VF-i9 4K,"SSD 1TB_1,898,790|SSD 2TB_2,027,570|SSD 1TB + SSD 1TB_2,027,580|SSD 2TB + SSD 1TB_2,124,400"
19999832,MSI Stealth 17 Studio A13VF-i9 4K 32GB램,"SSD 1TB_2,030,390|SSD 2TB_2,094,310"
19999889,MSI Stealth 17 Studio A13VF-i9 4K 64GB램,"SSD 1TB_2,151,650|SSD 2TB_2,217,450"
19999961,MSI Stealth 17 Studio A13VF-i9 4K WIN11,"SSD 1TB_1,918,000|SSD 2TB_2,072,700"
19999853,MSI Stealth 17 Studio A13VF-i9 4K WIN11 32GB램,"SSD 1TB_2,082,000|SSD 2TB_2,147,890"
19999877,MSI Stealth 17 Studio A13VF-i9 4K WIN11 64GB램,"SSD 1TB_2,198,660|SSD 2TB_2,260,000"
19644503,MSI Stealth 17 Studio A13VG QHD,"SSD 1TB_2,226,400|SSD 2TB_2,508,430|SSD 1TB + SSD 1TB_2,716,590|SSD 2TB + SSD 1TB_2,847,250|SSD 2TB + SSD 2TB_3,006,110"
19712147,MSI Stealth 17 Studio A13VG QHD 32GB램,"SSD 1TB_2,527,570|SSD 2TB_2,569,130|SSD 1TB + SSD 1TB_2,915,490|SSD 2TB + SSD 1TB_2,817,230|SSD 2TB + SSD 2TB_2,889,550"
19712210,MSI Stealth 17 Studio A13VG QHD 64GB램,"SSD 1TB_2,610,550|SSD 2TB_2,677,110|SSD 1TB + SSD 1TB_3,007,800|SSD 2TB + SSD 1TB_3,101,050|SSD 2TB + SSD 2TB_3,198,980"
19711916,MSI Stealth 17 Studio A13VG QHD WIN11,"SSD 1TB_2,409,130|SSD 2TB_2,480,530|SSD 1TB + SSD 1TB_2,819,050|SSD 2TB + SSD 1TB_2,819,050|SSD 2TB + SSD 2TB_3,008,930"
19712087,MSI Stealth 17 Studio A13VG QHD WIN11 32GB램,"SSD 1TB_2,509,190|SSD 2TB_2,570,890|SSD 1TB + SSD 1TB_2,937,810|SSD 2TB + SSD 1TB_3,037,130|SSD 2TB + SSD 2TB_3,138,280"
19712201,MSI Stealth 17 Studio A13VG QHD WIN11 64GB램,"SSD 1TB_2,611,970|SSD 2TB_2,677,210|SSD 1TB + SSD 1TB_3,131,990|SSD 2TB + SSD 1TB_3,103,990|SSD 2TB + SSD 2TB_3,310,600"
19644677,MSI Stealth 17 Studio A13VG-i9 QHD,"SSD 1TB_2,698,990|SSD 2TB_2,999,910|SSD 1TB + SSD 1TB_3,190,000|SSD 2TB + SSD 1TB_3,290,000"
19790129,MSI Stealth 17 Studio A13VG-i9 QHD 32GB램,"SSD 1TB_2,979,910|SSD 2TB_3,049,910"
19790168,MSI Stealth 17 Studio A13VG-i9 QHD 64GB램,"SSD 1TB_3,098,910|SSD 2TB_3,180,910"
19789343,MSI Stealth 17 Studio A13VG-i9 QHD WIN11,"SSD 1TB_2,908,090|SSD 2TB_2,966,690"
19790120,MSI Stealth 17 Studio A13VG-i9 QHD WIN11 32GB램,"SSD 1TB_2,929,610|SSD 2TB_3,047,850|SSD 1TB + SSD 1TB_3,638,990"
19790162,MSI Stealth 17 Studio A13VG-i9 QHD WIN11 64GB램,"SSD 1TB_3,026,530|SSD 2TB_3,148,370|SSD 1TB + SSD 1TB_3,788,990|SSD 2TB + SSD 1TB_3,909,990|SSD 2TB + SSD 2TB_4,088,990"
18910532,MSI Stealth 17 Studio A13VH QHD,"SSD 1TB_2,807,450|SSD 2TB_3,308,790|SSD 1TB + SSD 1TB_3,346,470|SSD 2TB + SSD 1TB_3,421,600"
19021265,MSI Stealth 17 Studio A13VH QHD 32GB램,"SSD 1TB_3,257,310|SSD 2TB_3,214,790|SSD 1TB + SSD 1TB_3,291,370"
19021241,MSI Stealth 17 Studio A13VH QHD 64GB램,"SSD 1TB_3,440,390|SSD 2TB_3,562,590"
19021034,MSI Stealth 17 Studio A13VH QHD WIN11,"SSD 1TB_3,212,020|SSD 2TB_3,242,990"
19021130,MSI Stealth 17 Studio A13VH QHD WIN11 32GB램,"SSD 1TB_3,214,790|SSD 2TB_3,440,390"
19021178,MSI Stealth 17 Studio A13VH QHD WIN11 64GB램,"SSD 1TB_3,506,190|SSD 2TB_3,647,190|SSD 2TB + SSD 1TB_4,139,080"
19053473,MSI Stealth 17 Studio A13VH-i9 4K Mini LED W11,"SSD 1TB_3,327,890|SSD 2TB_3,731,800|SSD 1TB + SSD 1TB_3,778,800|SSD 2TB + SSD 1TB_3,825,800|SSD 2TB + SSD 2TB_4,548,990"
19081709,MSI Stealth 17 Studio A13VH-i9 4K Mini LED W11 64GB램,"SSD 1TB_3,731,800|SSD 2TB_3,835,200|SSD 1TB + SSD 1TB_3,929,200|SSD 2TB + SSD 1TB_3,919,800|SSD 2TB + SSD 2TB_4,778,990"
19474685,MSI Stealth 17 Studio A13VI 4K Mini LED W11,"SSD 1TB_3,959,390|SSD 2TB_4,352,200|SSD 2TB + SSD 1TB_4,399,200|SSD 2TB + SSD 2TB_4,577,800"
19510808,MSI Stealth 17 Studio A13VI 4K Mini LED W11 64GB램,"SSD 1TB_4,389,800|SSD 2TB_4,512,000|SSD 2TB + SSD 1TB_4,577,800|SSD 2TB + SSD 2TB_4,700,000"
19088267,MSI Stealth 17 Studio A13VI-i9 4K Mini LED W11,"SSD 1TB_4,802,400|SSD 2TB_5,350,000|SSD 1TB + SSD 1TB_6,098,290|SSD 2TB + SSD 1TB_5,430,000"
19088453,MSI Stealth 17 Studio A13VI-i9 4K Mini LED W11 64GB램,"SSD 1TB_5,480,000|SSD 2TB_5,600,000|SSD 2TB + SSD 2TB_7,490,000"
17264834,MSI Stealth 17M A12UE,"SSD 512GB_1,401,580|SSD 1TB_1,810,000|SSD 2TB_1,930,000"
19403504,MSI 모던시리즈 모던 14 C13M-i5,"SSD 512GB_788,510|SSD 1TB_823,410|SSD 2TB_884,370"
19616126,MSI 모던시리즈 모던 14 C13M-i5 WIN11,"SSD 512GB_796,510|SSD 1TB_850,000|SSD 2TB_907,520"
19403450,MSI 모던시리즈 모던 14 C13M-i7,"SSD 512GB_937,560|SSD 1TB_955,800|SSD 2TB_1,032,650"
19616177,MSI 모던시리즈 모던 14 C13M-i7 WIN11,"SSD 512GB_943,600|SSD 1TB_990,000|SSD 2TB_1,058,090"
19475165,MSI 모던시리즈 모던 14 C7M-R5,"SSD 512GB_478,980|SSD 1TB_599,990|SSD 2TB_880,000"
20209394,MSI 모던시리즈 모던 14 C7M-R5 WIN10,"SSD 512GB_599,580|SSD 1TB_790,000|SSD 2TB_960,000"
19504133,MSI 모던시리즈 모던 14 C7M-R5 WIN11,"SSD 512GB_540,040|SSD 1TB_688,980|SSD 2TB_690,920"
20500724,MSI 모던시리즈 모던 14 C7M-R5 어반 실버,"SSD 512GB_539,890|SSD 1TB_741,190|SSD 2TB_924,190"
21457745,MSI 모던시리즈 모던 14 C7M-R5 어반 실버 WIN10,"SSD 512GB_677,140|SSD 1TB_878,440|SSD 2TB_1,061,440"
21457781,MSI 모던시리즈 모던 14 C7M-R5 어반 실버 WIN11,"SSD 512GB_722,890|SSD 1TB_924,190|SSD 2TB_1,107,190"
19475060,MSI 모던시리즈 모던 14 C7M-R7,"SSD 512GB_570,900|SSD 1TB_623,990|SSD 2TB_902,400"
19503959,MSI 모던시리즈 모던 14 C7M-R7 WIN11,"SSD 512GB_648,180|SSD 1TB_688,990|SSD 2TB_1,015,200"
19810517,MSI 모던시리즈 모던 15 B12M-i5,"SSD 512GB_548,990|SSD 1TB_725,000|SSD 2TB_838,100"
19962713,MSI 모던시리즈 모던 15 B12M-i5 WIN11,"SSD 512GB_690,000|SSD 1TB_850,000|SSD 2TB_970,000"
20500643,MSI 모던시리즈 모던 15 B12M-i5 스타 블루,"SSD 512GB_531,660|SSD 1TB_725,000|SSD 2TB_870,000"
20518709,MSI 모던시리즈 모던 15 B12M-i5 스타 블루 WIN11,"SSD 512GB_746,990|SSD 1TB_850,000|SSD 2TB_970,000"
19403243,MSI 모던시리즈 모던 15 B13M-i5,"SSD 512GB_828,070|SSD 1TB_877,710|SSD 2TB_938,970"
19753595,MSI 모던시리즈 모던 15 B13M-i5 WIN11,"SSD 512GB_876,210|SSD 1TB_898,690|SSD 2TB_959,890"
19403138,MSI 모던시리즈 모던 15 B13M-i7,"SSD 512GB_978,240|SSD 1TB_999,000|SSD 2TB_1,094,080"
19604996,MSI 모던시리즈 모던 15 B13M-i7 WIN11,"SSD 512GB_1,031,240|SSD 1TB_1,053,830|SSD 2TB_1,114,990"
19355648,MSI 모던시리즈 모던 15 B7M-R5,"SSD 512GB_599,000|SSD 1TB_614,280|SSD 2TB_675,450"
19425722,MSI 모던시리즈 모던 15 B7M-R5 WIN11,"SSD 512GB_612,720|SSD 1TB_635,200|SSD 2TB_696,370"
19355744,MSI 모던시리즈 모던 15 B7M-R7,"SSD 512GB_699,000|SSD 1TB_686,010|SSD 2TB_747,170"
27987560,MSI 모던시리즈 모던 15 B7M-R7 WIN10,"SSD 512GB_1,030,070"
19403063,MSI 모던시리즈 모던 15 B7M-R7 WIN11,"SSD 512GB_684,440|SSD 1TB_706,920|SSD 2TB_768,090"
17400386,MSI 모던시리즈 모던14 B11MOU-i5 8GB램,"SSD 256GB_690,000"
16264901,MSI 모던시리즈 모던14 B11MOU-i5 베이지 무스 16GB램,"SSD 512GB_870,000|SSD 1TB_990,000"
13884221,MSI 모던시리즈 모던14 B4MW-R5 카본 그레이,"SSD 512GB_549,640|SSD 1TB_699,910|SSD 2TB_876,200"
17648978,MSI 모던시리즈 모던14 C12M,"SSD 512GB_880,000|SSD 1TB_744,090|SSD 2TB_806,110"
17709371,MSI 모던시리즈 모던14 C12M WIN11,"SSD 512GB_692,130|SSD 1TB_772,380|SSD 2TB_786,880"
17950286,MSI 모던시리즈 모던14 C12M-i5,"SSD 512GB_599,000|SSD 1TB_650,020|SSD 2TB_711,370"
17972834,MSI 모던시리즈 모던14 C12M-i5 WIN11,"SSD 512GB_599,440|SSD 1TB_660,620|SSD 2TB_691,920"
20500571,MSI 모던시리즈 모던14 C12M-i5 베이지 로즈,"SSD 512GB_598,990|SSD 1TB_650,540|SSD 2TB_711,710"
20522339,MSI 모던시리즈 모던14 C12M-i5 베이지 로즈 WIN11,"SSD 512GB_648,970|SSD 1TB_671,460|SSD 2TB_732,620"
17927561,MSI 모던시리즈 모던14 C5M-R5,"SSD 512GB_525,250|SSD 1TB_770,000|SSD 2TB_935,000"
17932799,MSI 모던시리즈 모던14 C5M-R5 WIN10,"SSD 512GB_693,050|SSD 1TB_840,000|SSD 2TB_1,039,000"
17932835,MSI 모던시리즈 모던14 C5M-R5 WIN11,"SSD 512GB_735,000|SSD 1TB_835,000|SSD 2TB_1,020,000"
17927522,MSI 모던시리즈 모던14 C5M-R7,"SSD 512GB_599,880|SSD 1TB_772,840|SSD 2TB_938,440"
17932661,MSI 모던시리즈 모던14 C5M-R7 WIN10,"SSD 512GB_671,640|SSD 1TB_828,040|SSD 2TB_1,002,840"
17932682,MSI 모던시리즈 모던14 C5M-R7 WIN11,"SSD 512GB_671,640|SSD 1TB_828,040|SSD 2TB_1,002,840"
11315481,MSI 모던시리즈 모던15 A10M-i5 오닉스 블랙,"SSD 256GB_579,650|SSD 500GB_659,750|SSD 1TB_739,850"
18962969,MSI 모던시리즈 모던15 B11M-i5,"SSD 512GB_498,990|SSD 1TB_615,990|SSD 2TB_745,000"
19277063,MSI 모던시리즈 모던15 B11M-i5 WIN10,"SSD 512GB_699,000|SSD 1TB_850,000|SSD 2TB_990,000"
19081871,MSI 모던시리즈 모던15 B11M-i5 WIN11,"SSD 512GB_568,540|SSD 1TB_594,320|SSD 2TB_799,000"
17923373,MSI 모던시리즈 모던15 B5M-R5,"SSD 512GB_549,000|SSD 1TB_649,000|SSD 2TB_749,000"
17923304,MSI 모던시리즈 모던15 B5M-R7,"SSD 512GB_860,000|SSD 1TB_656,050|SSD 2TB_1,078,990"
17922905,MSI 브라보 15 B5ED-R5,"SSD 512GB_798,960|SSD 1TB_911,260|SSD 2TB_973,040"
17954861,MSI 브라보 15 B5ED-R5 16GB램,"SSD 512GB_913,940|SSD 1TB_936,460|SSD 2TB_998,130"
17954876,MSI 브라보 15 B5ED-R5 32GB램,"SSD 512GB_962,080|SSD 1TB_985,060|SSD 2TB_1,046,220"
25682246,MSI 브라보 15 B5ED-R5 64GB램,"SSD 512GB_1,268,810|SSD 1TB_1,338,990|SSD 2TB_1,418,000"
17954693,MSI 브라보 15 B5ED-R5 WIN11,"SSD 512GB_910,300|SSD 1TB_1,138,990|SSD 2TB_1,209,990"
17954765,MSI 브라보 15 B5ED-R5 WIN11 16GB램,"SSD 512GB_935,400|SSD 1TB_957,870|SSD 2TB_1,018,990"
17954786,MSI 브라보 15 B5ED-R5 WIN11 32GB램,"SSD 512GB_983,490|SSD 1TB_1,005,970|SSD 2TB_1,067,140"
25684451,MSI 브라보 15 B5ED-R5 WIN11 64GB램,"SSD 512GB_1,258,760|SSD 1TB_1,368,000|SSD 2TB_1,438,990"
17922806,MSI 브라보 15 B5ED-R7,"SSD 512GB_997,000|SSD 1TB_989,990|SSD 2TB_1,048,990"
17954615,MSI 브라보 15 B5ED-R7 32GB램,"SSD 512GB_1,047,680|SSD 1TB_1,063,880|SSD 2TB_1,125,050"
18197867,MSI 브라보 15 B5ED-R7 64GB램,"SSD 512GB_1,230,540|SSD 1TB_1,258,170|SSD 2TB_1,333,470"
17954495,MSI 브라보 15 B5ED-R7 WIN11,"SSD 512GB_1,015,510|SSD 1TB_1,036,690|SSD 2TB_1,097,870"
17954561,MSI 브라보 15 B5ED-R7 WIN11 32GB램,"SSD 512GB_1,068,590|SSD 1TB_1,084,790|SSD 2TB_1,145,960"
17954588,MSI 브라보 15 B5ED-R7 WIN11 64GB램,"SSD 512GB_1,254,960|SSD 1TB_1,286,410|SSD 2TB_1,352,270"
27626000,MSI 브라보 15 C7VFKP-R9,"SSD 512GB_1,398,000|SSD 1TB_1,427,000|SSD 2TB_1,548,850"
27634265,MSI 브라보 15 C7VFKP-R9 16GB램,"SSD 512GB_1,398,400|SSD 1TB_1,472,800|SSD 2TB_1,593,820"
27634325,MSI 브라보 15 C7VFKP-R9 32GB램,"SSD 512GB_1,500,000|SSD 1TB_1,559,420|SSD 2TB_1,627,920"
27634343,MSI 브라보 15 C7VFKP-R9 64GB램,"SSD 512GB_1,585,950|SSD 1TB_1,687,000|SSD 2TB_1,787,000"
27634550,MSI 브라보 15 C7VFKP-R9 WIN11,"SSD 512GB_1,379,990|SSD 1TB_1,504,850|SSD 2TB_1,552,810"
27634412,MSI 브라보 15 C7VFKP-R9 WIN11 16GB램,"SSD 512GB_1,467,000|SSD 1TB_1,446,990|SSD 2TB_1,523,740"
27634385,MSI 브라보 15 C7VFKP-R9 WIN11 32GB램,"SSD 512GB_1,472,280|SSD 1TB_1,570,750|SSD 2TB_1,631,420"
27634367,MSI 브라보 15 C7VFKP-R9 WIN11 64GB램,"SSD 512GB_1,619,990|SSD 1TB_1,713,790|SSD 2TB_1,754,360"
20440967,MSI 브라보 17 C7VE,"SSD 512GB_1,098,990|SSD 1TB_1,271,150|SSD 2TB_1,380,000"
20464745,MSI 브라보 17 C7VE 16GB램,"SSD 512GB_1,219,000|SSD 1TB_1,329,000|SSD 2TB_1,469,000"
20464886,MSI 브라보 17 C7VE 32GB램,"SSD 512GB_1,349,000|SSD 1TB_1,475,000|SSD 2TB_1,495,330"
20464925,MSI 브라보 17 C7VE 64GB램,"SSD 512GB_1,490,000|SSD 1TB_1,600,000|SSD 2TB_1,690,000"
20465141,MSI 브라보 17 C7VE WIN11,"SSD 512GB_1,235,000|SSD 1TB_1,299,000|SSD 2TB_1,444,390"
20465066,MSI 브라보 17 C7VE WIN11 16GB램,"SSD 512GB_1,198,980|SSD 1TB_1,289,990|SSD 2TB_1,445,230"
20465042,MSI 브라보 17 C7VE WIN11 32GB램,"SSD 512GB_1,317,250|SSD 1TB_1,383,990|SSD 2TB_1,520,150"
20465033,MSI 브라보 17 C7VE WIN11 64GB램,"SSD 512GB_1,448,140|SSD 1TB_1,570,000|SSD 2TB_1,643,270"
20440796,MSI 브라보 17 C7VF,"SSD 512GB_1,259,000|SSD 1TB_1,290,000|SSD 2TB_1,345,960"
20470121,MSI 브라보 17 C7VF 16GB램,"SSD 512GB_1,275,730|SSD 1TB_1,286,540|SSD 2TB_1,347,700"
20470088,MSI 브라보 17 C7VF 32GB램,"SSD 512GB_1,283,010|SSD 1TB_1,361,820|SSD 2TB_1,422,990"
20469968,MSI 브라보 17 C7VF 64GB램,"SSD 512GB_1,455,710|SSD 1TB_1,486,710|SSD 2TB_1,547,870"
20469764,MSI 브라보 17 C7VF WIN11,"SSD 512GB_1,222,170|SSD 1TB_1,304,870|SSD 2TB_1,378,710"
20469818,MSI 브라보 17 C7VF WIN11 16GB램,"SSD 512GB_1,267,670|SSD 1TB_1,298,970|SSD 2TB_1,368,620"
20469881,MSI 브라보 17 C7VF WIN11 32GB램,"SSD 512GB_1,331,850|SSD 1TB_1,372,240|SSD 2TB_1,443,900"
20469899,MSI 브라보 17 C7VF WIN11 64GB램,"SSD 512GB_1,427,830|SSD 1TB_1,407,510|SSD 2TB_1,562,820"
22089878,MSI 브라보 17 C7VF 프로,"SSD 512GB_1,298,000|SSD 1TB_1,297,310|SSD 2TB_1,369,420"
24132158,MSI 브라보 17 C7VF 프로 32GB램,"SSD 512GB_1,379,000|SSD 1TB_1,367,040|SSD 2TB_1,433,020"
24132203,MSI 브라보 17 C7VF 프로 64GB램,"SSD 512GB_1,453,230|SSD 1TB_1,495,490|SSD 2TB_1,564,200|SSD 4TB_1,807,000"
24132218,MSI 브라보 17 C7VF 프로 WIN11,"SSD 512GB_1,313,070|SSD 1TB_1,314,770|SSD 2TB_1,400,010"
24132170,MSI 브라보 17 C7VF 프로 WIN11 32GB램,"SSD 512GB_1,311,000|SSD 1TB_1,414,270|SSD 2TB_1,452,570"
24132191,MSI 브라보 17 C7VF 프로 WIN11 64GB램,"SSD 512GB_1,506,620|SSD 1TB_1,516,230|SSD 2TB_1,578,080|SSD 4TB_1,829,000"
27626213,MSI 브라보 17 C7VFKP-R9,"SSD 512GB_1,444,850|SSD 1TB_1,498,110|SSD 2TB_1,598,990"
27626783,MSI 브라보 17 C7VFKP-R9 32GB램,"SSD 512GB_1,493,130|SSD 1TB_1,639,040|SSD 2TB_1,706,100"
27626807,MSI 브라보 17 C7VFKP-R9 64GB램,"SSD 512GB_1,730,910|SSD 1TB_1,734,440|SSD 2TB_1,854,440"
27626969,MSI 브라보 17 C7VFKP-R9 WIN11,"SSD 512GB_1,466,360|SSD 1TB_1,581,990|SSD 2TB_1,624,020"
27626876,MSI 브라보 17 C7VFKP-R9 WIN11 32GB램,"SSD 512GB_1,526,200|SSD 1TB_1,628,970|SSD 2TB_1,688,350"
27626852,MSI 브라보 17 C7VFKP-R9 WIN11 64GB램,"SSD 512GB_1,699,180|SSD 1TB_1,798,990|SSD 2TB_1,898,990"
19355213,MSI 사이보그 15 A12VE,"SSD 512GB_1,257,980|SSD 1TB_1,308,900|SSD 2TB_1,377,350"
19448474,MSI 사이보그 15 A12VE 16GB램,"SSD 512GB_1,259,210|SSD 1TB_1,338,970|SSD 2TB_1,402,010"
19448450,MSI 사이보그 15 A12VE 32GB램,"SSD 512GB_1,340,390|SSD 1TB_1,409,690|SSD 2TB_1,452,000"
19448522,MSI 사이보그 15 A12VE 64GB램,"SSD 512GB_1,489,000|SSD 1TB_1,588,990|SSD 2TB_2,000,000"
19448480,MSI 사이보그 15 A12VE WIN11,"SSD 512GB_1,312,710|SSD 1TB_1,378,920|SSD 2TB_1,480,000"
19448594,MSI 사이보그 15 A12VE WIN11 16GB램,"SSD 512GB_1,298,000|SSD 1TB_1,314,000|SSD 2TB_1,374,000"
19448576,MSI 사이보그 15 A12VE WIN11 32GB램,"SSD 512GB_1,371,000|SSD 1TB_1,390,000|SSD 2TB_1,447,000"
19448549,MSI 사이보그 15 A12VE WIN11 64GB램,"SSD 512GB_1,548,650|SSD 1TB_1,588,950|SSD 2TB_1,617,770"
19473827,MSI 사이보그 15 A12VE-i5,"SSD 512GB_1,185,000|SSD 1TB_1,209,870|SSD 2TB_1,293,220"
19518785,MSI 사이보그 15 A12VE-i5 16GB램,"SSD 512GB_1,076,400|SSD 1TB_1,155,520|SSD 2TB_1,311,370"
19518812,MSI 사이보그 15 A12VE-i5 32GB램,"SSD 512GB_1,140,710|SSD 1TB_1,232,800|SSD 2TB_1,292,600"
19518845,MSI 사이보그 15 A12VE-i5 64GB램,"SSD 512GB_1,369,630|SSD 1TB_1,383,830|SSD 2TB_1,468,300"
19518959,MSI 사이보그 15 A12VE-i5 WIN11,"SSD 512GB_1,146,320|SSD 1TB_1,191,400|SSD 2TB_1,298,370"
19518926,MSI 사이보그 15 A12VE-i5 WIN11 16GB램,"SSD 512GB_1,085,600|SSD 1TB_1,177,600|SSD 2TB_1,329,090"
19518902,MSI 사이보그 15 A12VE-i5 WIN11 32GB램,"SSD 512GB_1,214,400|SSD 1TB_1,255,800|SSD 2TB_1,398,550"
19518863,MSI 사이보그 15 A12VE-i5 WIN11 64GB램,"SSD 512GB_1,427,130|SSD 1TB_1,452,350|SSD 2TB_1,523,610"
19355312,MSI 사이보그 15 A12VF,"SSD 512GB_1,298,400|SSD 1TB_1,350,000|SSD 2TB_1,440,000"
19424756,MSI 사이보그 15 A12VF 16GB램,"SSD 512GB_1,318,120|SSD 1TB_1,378,770|SSD 2TB_1,456,990"
19424747,MSI 사이보그 15 A12VF 32GB램,"SSD 512GB_1,398,520|SSD 1TB_1,433,610|SSD 2TB_1,588,540"
19424732,MSI 사이보그 15 A12VF 64GB램,"SSD 512GB_1,514,620|SSD 1TB_1,593,820|SSD 2TB_1,745,000"
19424633,MSI 사이보그 15 A12VF WIN11,"SSD 512GB_1,298,970|SSD 1TB_1,362,220|SSD 2TB_1,560,000"
19424654,MSI 사이보그 15 A12VF WIN11 16GB램,"SSD 512GB_1,130,590|SSD 1TB_1,219,990|SSD 2TB_1,495,000"
19424666,MSI 사이보그 15 A12VF WIN11 32GB램,"SSD 512GB_1,320,020|SSD 1TB_1,448,730|SSD 2TB_1,578,000"
19424678,MSI 사이보그 15 A12VF WIN11 64GB램,"SSD 512GB_1,528,870|SSD 1TB_1,581,990|SSD 2TB_1,753,090"
19473677,MSI 사이보그 15 A12VF-i5,"SSD 512GB_1,109,620|SSD 1TB_1,149,000|SSD 2TB_1,238,990"
19521119,MSI 사이보그 15 A12VF-i5 16GB램,"SSD 512GB_1,069,770|SSD 1TB_1,151,840|SSD 2TB_1,257,100"
19521134,MSI 사이보그 15 A12VF-i5 32GB램,"SSD 512GB_1,145,400|SSD 1TB_1,228,680|SSD 2TB_1,332,390"
19521176,MSI 사이보그 15 A12VF-i5 64GB램,"SSD 512GB_1,279,990|SSD 1TB_1,358,990|SSD 2TB_1,499,070"
19521431,MSI 사이보그 15 A12VF-i5 WIN11,"SSD 512GB_1,130,680|SSD 1TB_1,162,880|SSD 2TB_1,398,840"
19521344,MSI 사이보그 15 A12VF-i5 WIN11 16GB램,"SSD 512GB_1,104,000|SSD 1TB_1,130,590|SSD 2TB_1,270,850"
19521281,MSI 사이보그 15 A12VF-i5 WIN11 32GB램,"SSD 512GB_1,219,910|SSD 1TB_1,283,640|SSD 2TB_1,352,960"
19521230,MSI 사이보그 15 A12VF-i5 WIN11 64GB램,"SSD 512GB_1,358,270|SSD 1TB_1,452,270|SSD 2TB_1,472,460"
17505401,MSI 써밋 E13 Flip Evo A12MT W11 화이트,"SSD 1TB_1,098,980|SSD 2TB_1,400,590"
19475759,MSI 써밋 E13 Flip Evo A13MT W11,"SSD 1TB_1,935,880|SSD 2TB_2,150,000"
17413616,MSI 써밋 E16 Flip A12UCT,"SSD 512GB_1,939,000|SSD 1TB_2,200,000|SSD 2TB_2,200,000"
19476104,MSI 써밋 E16 Flip A13VET,"SSD 1TB_2,226,400|SSD 2TB_2,534,600"
20008619,MSI 써밋 E16 Flip A13VET WIN11,"SSD 1TB_2,465,600|SSD 2TB_2,603,600"
15473312,MSI 써밋 E16 Flip EVO A11MT,"SSD 1TB_1,747,000|SSD 2TB_2,090,000"
27613289,MSI 알파 17 C7VG-R9 QHD,"SSD 1TB_2,348,000|SSD 2TB_2,490,890|SSD 512GB + SSD 1TB_2,414,870"
